der Name, die Namen	name
Hast du dich angeschnallt?	Did you fasten your seatbelt? (informal)
Did you fasten your seatbelt? (informal)	Hast du dich angeschnallt?
Ich muss tanken.	I have to get gas./I have to fuel. 
I have to get gas./I have to fuel. 	Ich muss tanken.
"das Benzin
nur Singular"	gas
gas	"das Benzin
nur Singular"
der Gebrauchtwagen, die Gebrauchtwagen	used car 
used car 	der Gebrauchtwagen, die Gebrauchtwagen
"der TÜV
nur Singular, Abkürzung für: Technischer Überwachungsverein"	TÜV (German product certification institute) 
TÜV (German product certification institute) 	"der TÜV
nur Singular, Abkürzung für: Technischer Überwachungsverein"
der Führerschein, die Führerscheine	driver's license 
driver's license 	der Führerschein, die Führerscheine
den Führerschein machen	to get a driver's license 
to get a driver's license 	den Führerschein machen
"das Fahrrad, die Fahrräder
Kurzform: das Rad, die Räder"	bike 
bike 	"das Fahrrad, die Fahrräder
Kurzform: das Rad, die Räder"
der Reifen, die Reifen	tire
tire	der Reifen, die Reifen
Ich habe einen Platten.	I have a flat tire.  
I have a flat tire.  	Ich habe einen Platten.
die Luftpumpe, die Luftpumpen	pump 
pump 	die Luftpumpe, die Luftpumpen
"das Flickzeug
nur Singular"	repair kit 
repair kit 	"das Flickzeug
nur Singular"
die Kette, die Ketten	chain
chain	die Kette, die Ketten
das Pedal, die Pedale	pedals 
pedals 	das Pedal, die Pedale
der Sattel, die Sättel	saddle
saddle	der Sattel, die Sättel
die Gangschaltung, die Gangschaltungen	gear change 
gear change 	die Gangschaltung, die Gangschaltungen
das Vorderlicht, die Vorderlichter	headlight
headlight	das Vorderlicht, die Vorderlichter
Das Rücklicht geht nicht.	The taillight does not work. 
The taillight does not work. 	Das Rücklicht geht nicht.
der Fahrradhelm, die Fahrradhelme	bike helmet 
bike helmet 	der Fahrradhelm, die Fahrradhelme
das Fahrradschloss, die Fahrradschlösser	bike lock 
bike lock 	das Fahrradschloss, die Fahrradschlösser
Ich stelle das Fahrrad ab.	I park my bike. 
I park my bike. 	Ich stelle das Fahrrad ab.
Ich muss mein Fahrrad abschließen.	I have to lock my bike. 
I have to lock my bike. 	Ich muss mein Fahrrad abschließen.
die Polizei	police
police	die Polizei
Können Sie sich ausweisen?	Can you show me your ID? (formal)
Can you show me your ID? (formal)	Können Sie sich ausweisen?
der Personalausweis, die Personalausweise	ID card 
ID card 	der Personalausweis, die Personalausweise
"die Fahrzeugpapiere
nur Plural"	vehicle documents 
vehicle documents 	"die Fahrzeugpapiere
nur Plural"
der Unfall, die Unfälle	accident 
accident 	der Unfall, die Unfälle
Ich möchte einen Unfall melden.	I’d like to report an accident. 
I’d like to report an accident. 	Ich möchte einen Unfall melden.
der Zeuge, die Zeugen	witness (male)
witness (male)	der Zeuge, die Zeugen
die Zeugin, die Zeuginnen	witness (female)
witness (female)	die Zeugin, die Zeuginnen
der Diebstahl, die Diebstähle	theft 
theft 	der Diebstahl, die Diebstähle
Mein Portemonnaie wurde gestohlen.	My wallet was stolen. 
My wallet was stolen. 	Mein Portemonnaie wurde gestohlen.
der Einbruch, die Einbrüche	break-in  
break-in  	der Einbruch, die Einbrüche
"die Wertsache, die Wertsachen
meist im Plural"	valuables 
valuables 	"die Wertsache, die Wertsachen
meist im Plural"
Ich möchte eine Aussage machen.	I’d like to testify. 
I’d like to testify. 	Ich möchte eine Aussage machen.
der Täter, die Täter	perpetrator (male)
perpetrator (male)	der Täter, die Täter
die Täterin, die Täterinnen	perpetrator (female)
perpetrator (female)	die Täterin, die Täterinnen
Können Sie den Täter beschreiben?	Can you describe the suspect? (formal)
Can you describe the suspect? (formal)	Können Sie den Täter beschreiben?
"die Körperverletzung
nur Singular"	physical assault 
physical assault 	"die Körperverletzung
nur Singular"
Möchten Sie eine Anzeige erstatten?	Would you like to press charges? (formal)
Would you like to press charges? (formal)	Möchten Sie eine Anzeige erstatten?
das Formular, die Formulare	form
form	das Formular, die Formulare
Füllen Sie das Formular aus.	Fill out the form. (formal)
Fill out the form. (formal)	Füllen Sie das Formular aus.
"der Familienstand
nur Singular"	marital status 
marital status 	"der Familienstand
nur Singular"
der Antrag, die Anträge	application
application	der Antrag, die Anträge
Unterschreiben Sie hier.	Sign here. 
Sign here. 	Unterschreiben Sie hier.
die Unterschrift, die Unterschriften	signature 
signature 	die Unterschrift, die Unterschriften
Haben Sie alle Unterlagen dabei?	Do you have all your documents with you? (formal)
Do you have all your documents with you? (formal)	Haben Sie alle Unterlagen dabei?
die Anmeldung, die Anmeldungen	registration 
registration 	die Anmeldung, die Anmeldungen
die Geburtsurkunde, die Geburtsurkunden	birth certificate
birth certificate	die Geburtsurkunde, die Geburtsurkunden
Ziehen Sie eine Wartenummer.	Take a number. (formal)
Take a number. (formal)	Ziehen Sie eine Wartenummer.
das Ausländeramt, die Ausländerämter	immigration office 
immigration office 	das Ausländeramt, die Ausländerämter
das Einwohnermeldeamt, die Einwohnermeldeämter	residential registration office 
residential registration office 	das Einwohnermeldeamt, die Einwohnermeldeämter
das Standesamt, die Standesämter	registry office 
registry office 	das Standesamt, die Standesämter
die Wahl, die Wahlen	elections 
elections 	die Wahl, die Wahlen
Ich gehe wählen.	I'm going to vote. 
I'm going to vote. 	Ich gehe wählen.
Ich wähle eine Partei.	I vote for a party. 
I vote for a party. 	Ich wähle eine Partei.
die Demokratie, die Demokratien	democracy 
democracy 	die Demokratie, die Demokratien
der Politiker, die Politiker	politician (male)
politician (male)	der Politiker, die Politiker
die Politikerin, die Politikerinnen	politician (female)
politician (female)	die Politikerin, die Politikerinnen
"der Bundestag
nur Singular"	Bundestag
Bundestag	"der Bundestag
nur Singular"
Die Bundeskanzlerin hält eine Rede.	The Chancellor gives a speech. 
The Chancellor gives a speech. 	Die Bundeskanzlerin hält eine Rede.
der Bundespräsident, die Bundespräsidenten	the German president (male)
the German president (male)	der Bundespräsident, die Bundespräsidenten
die Bundespräsidentin, die Bundespräsidentinnen	the German president (female)
the German president (female)	die Bundespräsidentin, die Bundespräsidentinnen
der Minister, die Minister	minister
minister	der Minister, die Minister
die Ministerin, die Ministerinnen	minister (female)
minister (female)	die Ministerin, die Ministerinnen
das Gesetz, die Gesetze	law 
law 	das Gesetz, die Gesetze
"das Grundgesetz
nur Singular"	Basic Law (German Constitution)
Basic Law (German Constitution)	"das Grundgesetz
nur Singular"
"die Europäische Union
nur Singular, Abkürzung: EU"	the European Union 
the European Union 	"die Europäische Union
nur Singular, Abkürzung: EU"
das Tier, die Tiere	animal
animal	das Tier, die Tiere
die Kuh, die Kühe	cow
cow	die Kuh, die Kühe
das Schwein, die Schweine	pig 
pig 	das Schwein, die Schweine
das Pferd, die Pferde	horse
horse	das Pferd, die Pferde
das Huhn, die Hühner	chicken 
chicken 	das Huhn, die Hühner
das Haustier, die Haustiere	pet
pet	das Haustier, die Haustiere
die Katze, die Katzen	cat
cat	die Katze, die Katzen
"das Tierfutter
nur Singular"	pet food 
pet food 	"das Tierfutter
nur Singular"
Ich füttere die Katzen.	I’m feeding the cats. 
I’m feeding the cats. 	Ich füttere die Katzen.
der Hund, die Hunde	dog
dog	der Hund, die Hunde
Ich gehe mit dem Hund Gassi.	I’m walking the dog. 
I’m walking the dog. 	Ich gehe mit dem Hund Gassi.
der Hase, die Hasen	rabbit 
rabbit 	der Hase, die Hasen
der Vogel, die Vögel	bird 
bird 	der Vogel, die Vögel
der Fisch, die Fische	fish 
fish 	der Fisch, die Fische
"die Natur
hier nur Singular"	nature
nature	"die Natur
hier nur Singular"
Ich bin gerne in der Natur.	I enjoy spending time in nature. 
I enjoy spending time in nature. 	Ich bin gerne in der Natur.
die Landschaft, die Landschaften	landscape 
landscape 	die Landschaft, die Landschaften
"die Umwelt
nur Singular"	environment 
environment 	"die Umwelt
nur Singular"
"der Umweltschutz
nur Singular"	environmental protection 
environmental protection 	"der Umweltschutz
nur Singular"
das Klima, die Klimata	climate
climate	das Klima, die Klimata
Das Klima verändert sich.	The climate is changing. 
The climate is changing. 	Das Klima verändert sich.
das Meer, die Meere	sea
sea	das Meer, die Meere
Wir fahren ans Meer.	We’re driving to the sea. 
We’re driving to the sea. 	Wir fahren ans Meer.
der Strand, die Strände	beach 
beach 	der Strand, die Strände
der See, die Seen	lake
lake	der See, die Seen
der Fluss, die Flüsse	river
river	der Fluss, die Flüsse
Ich gehe am Fluss spazieren.	I'm going for a walk by the river. 
I'm going for a walk by the river. 	Ich gehe am Fluss spazieren.
der Wald, die Wälder	forest 
forest 	der Wald, die Wälder
Ich gehe im Wald spazieren.	I’m going for a walk in the woods. 
I’m going for a walk in the woods. 	Ich gehe im Wald spazieren.
die Wiese, die Wiesen	meadow
meadow	die Wiese, die Wiesen
der Berg, die Berge	mountain 
mountain 	der Berg, die Berge
die Pflanze, die Pflanzen	plant 
plant 	die Pflanze, die Pflanzen
die Zimmerpflanze, die Zimmerpflanzen	indoor plant 
indoor plant 	die Zimmerpflanze, die Zimmerpflanzen
Ich habe viele Zimmerpflanzen in meinem Wohnzimmer.	I have a lot of indoor plants in my living room. 
I have a lot of indoor plants in my living room. 	Ich habe viele Zimmerpflanzen in meinem Wohnzimmer.
der Baum, die Bäume	tree
tree	der Baum, die Bäume
der Tannenbaum, die Tannenbäume	fir tree 
fir tree 	der Tannenbaum, die Tannenbäume
der Busch, die Büsche	bush
bush	der Busch, die Büsche
die Blume, die Blumen	flower
flower	die Blume, die Blumen
Ich gieße die Blumen.	I water the flowers. 
I water the flowers. 	Ich gieße die Blumen.
die Rose, die Rosen	rose
rose	die Rose, die Rosen
Ich schenke dir Rosen.	I give you roses. 
I give you roses. 	Ich schenke dir Rosen.
die Tulpe, die Tulpen	tulip
tulip	die Tulpe, die Tulpen
der Pilz, die Pilze	mushroom 
mushroom 	der Pilz, die Pilze
"das Gras
hier nur Singular"	grass
grass	"das Gras
hier nur Singular"
der Ast, die Äste	branch
branch	der Ast, die Äste
das Blatt, die Blätter	leaf
leaf	das Blatt, die Blätter
die Wurzel, die Wurzeln	root
root	die Wurzel, die Wurzeln
der Freund, die Freunde	friend (male)
friend (male)	der Freund, die Freunde
die Freundin, die Freundinnen	friend (female)
friend (female)	die Freundin, die Freundinnen
Du bist meine beste Freundin.	You're my best friend. (informal)
You're my best friend. (informal)	Du bist meine beste Freundin.
Wir sind befreundet.	We are friends. 
We are friends. 	Wir sind befreundet.
der Partner, die Partner	partner (male)
partner (male)	der Partner, die Partner
die Partnerin, die Partnerinnen	partner (female)
partner (female)	die Partnerin, die Partnerinnen
"der Bekannte, die Bekannten
mit unbestimmtem Artikel: ein Bekannter, Bekannte"	acquaintance (male)
acquaintance (male)	"der Bekannte, die Bekannten
mit unbestimmtem Artikel: ein Bekannter, Bekannte"
"die Bekannte, die Bekannten
mit unbestimmtem Artikel: eine Bekannte, Bekannte"	acquaintance (female)
acquaintance (female)	"die Bekannte, die Bekannten
mit unbestimmtem Artikel: eine Bekannte, Bekannte"
Sie ist eine Bekannte von mir.	She's an acquaintance. 
She's an acquaintance. 	Sie ist eine Bekannte von mir.
Wo habt ihr euch kennengelernt?	Where did you meet each other? (informal)
Where did you meet each other? (informal)	Wo habt ihr euch kennengelernt?
der Kollege, die Kollegen	colleague (male)
colleague (male)	der Kollege, die Kollegen
die Kollegin, die Kolleginnen	colleague (female)
colleague (female)	die Kollegin, die Kolleginnen
Wir sind Kollegen.	We are colleagues. 
We are colleagues. 	Wir sind Kollegen.
der Mitschüler, die Mitschüler	classmate (male)
classmate (male)	der Mitschüler, die Mitschüler
die Mitschülerin, die Mitschülerinnen	classmate (female)
classmate (female)	die Mitschülerin, die Mitschülerinnen
der Nachbar, die Nachbarn	neighbor (male)
neighbor (male)	der Nachbar, die Nachbarn
die Nachbarin, die Nachbarinnen	neighbor (female)
neighbor (female)	die Nachbarin, die Nachbarinnen
"der Fremde, die Fremden
mit unbestimmtem Artikel: ein Fremder, Fremde"	stranger (male)
stranger (male)	"der Fremde, die Fremden
mit unbestimmtem Artikel: ein Fremder, Fremde"
"die Fremde, die Fremden
mit unbestimmtem Artikel: eine Fremde, Fremde"	stranger (female)
stranger (female)	"die Fremde, die Fremden
mit unbestimmtem Artikel: eine Fremde, Fremde"
Ich kenne ihn nicht.	I don't know him. 
I don't know him. 	Ich kenne ihn nicht.
"die Liebe
nur Singular"	love
love	"die Liebe
nur Singular"
Ich bin Single.	I'm single. 
I'm single. 	Ich bin Single.
Ich bin in einer Beziehung.	I'm in a relationship. 
I'm in a relationship. 	Ich bin in einer Beziehung.
der Freund, die Freunde	boyfriend
boyfriend	der Freund, die Freunde
die Freundin, die Freundinnen	girlfriend
girlfriend	die Freundin, die Freundinnen
Ich mag dich.	I like you. 
I like you. 	Ich mag dich.
Ich habe mich verliebt.	I have fallen in love.
I have fallen in love.	Ich habe mich verliebt.
Darf ich dich küssen?	May I kiss you? (informal)
May I kiss you? (informal)	Darf ich dich küssen?
Ich liebe dich.	I love you. 
I love you. 	Ich liebe dich.
Sollen wir zusammenziehen?	Should we move in together? (informal)
Should we move in together? (informal)	Sollen wir zusammenziehen?
Willst du mich heiraten?	Do you want to marry me? 
Do you want to marry me? 	Willst du mich heiraten?
Wir sind verlobt.	We're engaged. 
We're engaged. 	Wir sind verlobt.
Wir sind verheiratet.	We're married. 
We're married. 	Wir sind verheiratet.
"das Lob, die Lobe
Plural selten"	praise
praise	"das Lob, die Lobe
Plural selten"
Gut gemacht!	Well done!
Well done!	Gut gemacht!
Das gefällt mir!	I like that!
I like that!	Das gefällt mir!
Danke für deine Mühe.	Thank you for your effort. (informal)
Thank you for your effort. (informal)	Danke für deine Mühe.
Das ist ein großer Erfolg!	This is a great success.
This is a great success.	Das ist ein großer Erfolg!
"die Kritik
hier nur Singular"	criticism 
criticism 	"die Kritik
hier nur Singular"
Das ist leider nicht so gut.	That is not so good. 
That is not so good. 	Das ist leider nicht so gut.
Das gefällt mir nicht.	I do not like that. 
I do not like that. 	Das gefällt mir nicht.
Hier ist ein Fehler.	Here is a mistake. 
Here is a mistake. 	Hier ist ein Fehler.
Kannst du das korrigieren?	Can you correct that? (informal)
Can you correct that? (informal)	Kannst du das korrigieren?
Wir müssen miteinander reden.	We need to talk. 
We need to talk. 	Wir müssen miteinander reden.
Das war ein Missverständnis.	That was a misunderstanding. 
That was a misunderstanding. 	Das war ein Missverständnis.
"miteinander reden
redet, redete, hat geredet"	to talk to each other 
to talk to each other 	"miteinander reden
redet, redete, hat geredet"
Was hast du gesagt?	What did you say? (informal)
What did you say? (informal)	Was hast du gesagt?
Was ist deine Meinung?	What’s your opinion? (informal)
What’s your opinion? (informal)	Was ist deine Meinung?
Ich finde das gut.	I think that's good. 
I think that's good. 	Ich finde das gut.
das Gespräch, die Gespräche	conversation 
conversation 	das Gespräch, die Gespräche
"(jemandem/etwas) zu|stimmen
stimmt zu, stimmte zu, hat zugestimmt"	to agree
to agree	"(jemandem/etwas) zu|stimmen
stimmt zu, stimmte zu, hat zugestimmt"
"(etwas) ab|lehnen
lehnt ab, lehnte ab, hat abgelehnt"	to disagree 
to disagree 	"(etwas) ab|lehnen
lehnt ab, lehnte ab, hat abgelehnt"
"sich streiten
streitet, stritt, hat gestritten"	to argue 
to argue 	"sich streiten
streitet, stritt, hat gestritten"
"diskutieren
diskutiert, diskutierte, hat diskutiert"	to discuss 
to discuss 	"diskutieren
diskutiert, diskutierte, hat diskutiert"
"(mit jemandem) telefonieren
telefoniert, telefonierte, hat telefoniert"	to phone someone 
to phone someone 	"(mit jemandem) telefonieren
telefoniert, telefonierte, hat telefoniert"
Ich rufe dich morgen an.	I'll call you tomorrow. (informal)
I'll call you tomorrow. (informal)	Ich rufe dich morgen an.
"(jemandem etwas) mailen
mailt, mailte, hat gemailt, aus dem Englischen"	to email
to email	"(jemandem etwas) mailen
mailt, mailte, hat gemailt, aus dem Englischen"
Ich schreibe dir eine Mail.	I'll write you an email. (informal)
I'll write you an email. (informal)	Ich schreibe dir eine Mail.
Hast du meine Mail bekommen?	Did you get my email? (informal)
Did you get my email? (informal)	Hast du meine Mail bekommen?
Ich bin schüchtern.	I am shy. 
I am shy. 	Ich bin schüchtern.
Sie ist selbstbewusst.	She is self-confident. 
She is self-confident. 	Sie ist selbstbewusst.
Sie ist mutig.	She is brave. 
She is brave. 	Sie ist mutig.
Ich bin feige.	I'm a coward. 
I'm a coward. 	Ich bin feige.
Er ist gelassen.	He is calm. 
He is calm. 	Er ist gelassen.
Ich bin hektisch.	I'm restless. 
I'm restless. 	Ich bin hektisch.
Ich bin intelligent.	I'm intelligent. 
I'm intelligent. 	Ich bin intelligent.
Er ist dumm.	He's stupid. 
He's stupid. 	Er ist dumm.
Ich bin ehrgeizig.	I'm ambitious. 
I'm ambitious. 	Ich bin ehrgeizig.
Er ist arrogant.	He is arrogant. 
He is arrogant. 	Er ist arrogant.
Ich bin temperamentvoll.	I'm lively. 
I'm lively. 	Ich bin temperamentvoll.
Sie ist humorvoll.	She's funny. 
She's funny. 	Sie ist humorvoll.
Ich bin faul.	I'm lazy. 
I'm lazy. 	Ich bin faul.
Sie ist nett.	She is nice. 
She is nice. 	Sie ist nett.
Sie ist unfreundlich.	She is unkind. 
She is unkind. 	Sie ist unfreundlich.
das Gefühl, die Gefühle	feeling
feeling	das Gefühl, die Gefühle
"das Glück
nur Singular"	happiness 
happiness 	"das Glück
nur Singular"
Ich freue mich!	I'm happy. 
I'm happy. 	Ich freue mich!
Ich muss lachen.	I have to laugh. 
I have to laugh. 	Ich muss lachen.
"die Trauer
nur Singular"	mourning 
mourning 	"die Trauer
nur Singular"
Ich bin traurig.	I'm sad. 
I'm sad. 	Ich bin traurig.
Ich muss weinen.	I have to cry. 
I have to cry. 	Ich muss weinen.
Ich bin wütend.	I'm angry. 
I'm angry. 	Ich bin wütend.
Ich habe Angst.	I'm scared. 
I'm scared. 	Ich habe Angst.
Ich bin geschockt.	I'm shocked. 
I'm shocked. 	Ich bin geschockt.
Ich bin überrascht.	I'm surprised. 
I'm surprised. 	Ich bin überrascht.
Ich schäme mich.	I'm ashamed. 
I'm ashamed. 	Ich schäme mich.
Ich bin verwirrt.	I'm confused. 
I'm confused. 	Ich bin verwirrt.
Mir ist langweilig.	I'm bored. 
I'm bored. 	Mir ist langweilig.
die Krankheit, die Krankheiten	disease
disease	die Krankheit, die Krankheiten
Er ist sehr krank.	He is very ill. 
He is very ill. 	Er ist sehr krank.
Gute Besserung!	Get well soon! 
Get well soon! 	Gute Besserung!
der Unfall, die Unfälle	accident
accident	der Unfall, die Unfälle
"der Tod, die Tode
Plural selten"	death 
death 	"der Tod, die Tode
Plural selten"
Er ist gestorben.	He died. 
He died. 	Er ist gestorben.
Sie trauert.	She is in mourning. 
She is in mourning. 	Sie trauert.
die Beerdigung, die Beerdigungen	funeral 
funeral 	die Beerdigung, die Beerdigungen
der Friedhof, die Friedhöfe	cemetery
cemetery	der Friedhof, die Friedhöfe
der Witwer, die Witwer	widow (male)
widow (male)	der Witwer, die Witwer
die Witwe, die Witwen	widow (female)
widow (female)	die Witwe, die Witwen
die Waise, die Waisen	orphan
orphan	die Waise, die Waisen
Herzliches Beileid.	My condolences.
My condolences.	Herzliches Beileid.
die Hochzeit, die Hochzeiten	wedding 
wedding 	die Hochzeit, die Hochzeiten
die Geburt, die Geburten	birth
birth	die Geburt, die Geburten
der Geburtstag, die Geburtstage	birthday 
birthday 	der Geburtstag, die Geburtstage
Ich gratuliere dir!	"""Congratulations! 
(informal)"""
"""Congratulations! 
(informal)"""	Ich gratuliere dir!
Herzlichen Glückwunsch!	Congratulations! 
Congratulations! 	Herzlichen Glückwunsch!
Alles Gute!	All the best! 
All the best! 	Alles Gute!
Das ist schön.	That's nice. 
That's nice. 	Das ist schön.
Das freut mich für dich.	I'm happy for you. (informal)
I'm happy for you. (informal)	Das freut mich für dich.
Gut gemacht!	Well done! 
Well done! 	Gut gemacht!
Ich bin stolz auf dich.	I'm proud of you. (informal)
I'm proud of you. (informal)	Ich bin stolz auf dich.
der Geburtstag, die Geburtstage	birthday 
birthday 	der Geburtstag, die Geburtstage
Ich habe Geburtstag.	It's my birthday. 
It's my birthday. 	Ich habe Geburtstag.
Ich werde 30.	I’m turning 30. 
I’m turning 30. 	Ich werde 30.
Ich feiere meinen Geburtstag.	I’m celebrating my birthday. 
I’m celebrating my birthday. 	Ich feiere meinen Geburtstag.
die Geburtstagsparty, die Geburtstagspartys	birthday party 
birthday party 	die Geburtstagsparty, die Geburtstagspartys
die Einladung, die Einladungen	invitation 
invitation 	die Einladung, die Einladungen
Ich möchte dich zu meinem Geburtstag einladen.	I'd like to invite you to my birthday party. (informal)
I'd like to invite you to my birthday party. (informal)	Ich möchte dich zu meinem Geburtstag einladen.
Was wünschst du dir?	"""What would you like as a gift? 
(informal)"""
"""What would you like as a gift? 
(informal)"""	Was wünschst du dir?
Du musst mir nichts schenken.	You do not have to give me anything. (informal)
You do not have to give me anything. (informal)	Du musst mir nichts schenken.
Ich wünsche mir ein Buch.	I'd like a book. 
I'd like a book. 	Ich wünsche mir ein Buch.
das Geschenk, die Geschenke	gift or present 
gift or present 	das Geschenk, die Geschenke
der Geburtstagskuchen, die Geburtstagskuchen	birthday cake 
birthday cake 	der Geburtstagskuchen, die Geburtstagskuchen
der Feiertag, die Feiertage	holiday
holiday	der Feiertag, die Feiertage
"(das) Weihnachten, (die) Weihnachten
Plural selten, selten mit Artikel"	Christmas
Christmas	"(das) Weihnachten, (die) Weihnachten
Plural selten, selten mit Artikel"
Frohe Weihnachten!	Merry Christmas! 
Merry Christmas! 	Frohe Weihnachten!
Wir feiern Weihnachten mit der Familie.	We celebrate Christmas with our family. 
We celebrate Christmas with our family. 	Wir feiern Weihnachten mit der Familie.
"der Heiligabend, die Heiligabende
Plural selten"	Christmas Eve 
Christmas Eve 	"der Heiligabend, die Heiligabende
Plural selten"
"(das) Silvester, (die) Silvester
Plural selten, selten mit Artikel"	New Year's Eve 
New Year's Eve 	"(das) Silvester, (die) Silvester
Plural selten, selten mit Artikel"
Guten Rutsch!	Happy New Year!  
Happy New Year!  	Guten Rutsch!
Frohes neues Jahr!	Happy New Year!  
Happy New Year!  	Frohes neues Jahr!
"(das) Ostern, (die) Ostern
Plural selten, selten mit Artikel"	Easter 
Easter 	"(das) Ostern, (die) Ostern
Plural selten, selten mit Artikel"
Frohe Ostern!	Happy Easter! 
Happy Easter! 	Frohe Ostern!
das Osterei, die Ostereier	Easter eggs 
Easter eggs 	das Osterei, die Ostereier
"der Tag der Deutschen Einheit
nur Singular"	German Unity Day 
German Unity Day 	"der Tag der Deutschen Einheit
nur Singular"
Was wünschst du dir?	What do you wish for? (informal)
What do you wish for? (informal)	Was wünschst du dir?
Ich wünsche mir Gesundheit.	I want good health. 
I want good health. 	Ich wünsche mir Gesundheit.
Ich wünsche mir Geld.	I want money. 
I want money. 	Ich wünsche mir Geld.
Ich wünsche mir ein neues Auto.	I want a new car. 
I want a new car. 	Ich wünsche mir ein neues Auto.
Ich wünsche mir Frieden auf der Welt.	I want world peace. 
I want world peace. 	Ich wünsche mir Frieden auf der Welt.
Ich möchte eine Weltreise machen.	I’d like to take a trip around the world. 
I’d like to take a trip around the world. 	Ich möchte eine Weltreise machen.
Ich möchte ein Café eröffnen.	I’d like to open a cafe. 
I’d like to open a cafe. 	Ich möchte ein Café eröffnen.
Ich möchte studieren.	I’d like to go to university. 
I’d like to go to university. 	Ich möchte studieren.
Ich möchte einen guten Job.	I’d like a good job. 
I’d like a good job. 	Ich möchte einen guten Job.
Ich würde gerne eine Firma gründen.	I’d like to start a company. 
I’d like to start a company. 	Ich würde gerne eine Firma gründen.
Ich würde gerne ein Buch schreiben.	I’d like to write a book. 
I’d like to write a book. 	Ich würde gerne ein Buch schreiben.
Ich träume von einem besseren Leben.	I dream of a better life. 
I dream of a better life. 	Ich träume von einem besseren Leben.
Genau!	Exactly! 
Exactly! 	Genau!
Na ja!	Oh well! 
Oh well! 	Na ja!
Ach so!	I see! 
I see! 	Ach so!
Ups!	Oops! 
Oops! 	Ups!
Oh Mann!	Oh man! 
Oh man! 	Oh Mann!
Oh nein!	Oh no! 
Oh no! 	Oh nein!
Juhu!	Yipee! 
Yipee! 	Juhu!
"Wow!
aus dem Englischen"	Wow! 
Wow! 	"Wow!
aus dem Englischen"
Aua!	Ouch! 
Ouch! 	Aua!
Igitt!	Yuck!  
Yuck!  	Igitt!
Mist!	Crap! 
Crap! 	Mist!
Pst!	Shhh! 
Shhh! 	Pst!
"Prost!
alternativ: Prosit!"	Cheers! 
Cheers! 	"Prost!
alternativ: Prosit!"
Gesundheit!	Bless you! 
Bless you! 	Gesundheit!
"Okay!
aus dem Englischen"	Okay! 
Okay! 	"Okay!
aus dem Englischen"
